".d???l?b?g","電線管付属品、CD・PF管など配管材関連 > HIVE、HIVP管、VU管・付属品 > その他","MEC-36DB|エントランスキャップ　ＶＥ３６用　濃紺　高耐候性","MEC-36DB"," 
 規格：VE36用 濃紺 高耐候性
 入数：1
 単位：個
 ","1264.0","1","","http://www.denzai-net.jp/item_conduit-pipe-accessories/MEC-36DB.htm",""
".d???l?b?g","電線管付属品、CD・PF管など配管材関連 > VE管・付属品 > ターミナルキャップ","MTC-16J|ターミナルキャップ","MTC-16J"," 
 規格：VE16用ベージュ高耐候性
 入数：1
 単位：個
 ","378.0","1","","http://www.denzai-net.jp/item_conduit-pipe-accessories/MTC-16J.htm",""
".d???l?b?g","電線管付属品、CD・PF管など配管材関連 > VE管・付属品 > ノーマル","N-14T|ノーマルベンド","N-14T"," 
 規格：VE14用チョコレート高耐候性
 入数：1
 単位：個
 ","216.0","1","","http://www.denzai-net.jp/item_conduit-pipe-accessories/N-14T.htm",""
".d???l?b?g","電線管付属品、CD・PF管など配管材関連 > HIVE、HIVP管、VU管・付属品 > ノーマル","N-36DB|ノーマルベンド","N-36DB"," 
 規格：VE36用 濃紺 高耐候性
 入数：1
 単位：個
 ","594.0","1","","http://www.denzai-net.jp/item_conduit-pipe-accessories/N-36DB.htm",""
".d???l?b?g","電線管付属品、CD・PF管など配管材関連 > ねじなし電線管・付属品（EP) > その他","PCE-19|エンドカップリング　１９","PCE-19"," 
 入数：1
 単位：箱
 ","2052.0","1","","http://www.denzai-net.jp/item_conduit-pipe-accessories/PCE-19.htm",""
".d???l?b?g","電線管付属品、CD・PF管など配管材関連 > VE管・付属品 > 丸ボックス","PVM-0M|露出丸型ボックス","PVM-0M"," 
 規格：ブランクタイプ ミルキーホワイト
 入数：1
 単位：個
 ","270.0","1","","http://www.denzai-net.jp/item_conduit-pipe-accessories/PVM-0M.htm",""
".d???l?b?g","電線管付属品、CD・PF管など配管材関連 > プルボックス（樹脂製）","PVP-1007B|ＶＥ　カブセ防水プルボックス","PVP-1007B"," 
 規格：100-100-75
 入数：1
 単位：面
 ","2441.0","1","","http://www.denzai-net.jp/item_conduit-pipe-accessories/PVP-1007B.htm",""
".d???l?b?g","モール・ラック付属品・配線ダクト関連 > ケーブルラック・付属品 > 振れ止め金具","5ARS10|アングル用振れ止め金具","5ARS10"," 
 規格：5ARアルミラック片側用
 入数：1
 単位：個
 ","359.0","1","","http://www.denzai-net.jp/item_mall-duct/5ARS10.htm",""
".d???l?b?g","モール・ラック付属品・配線ダクト関連 > ケーブルラック・付属品 > その他","ARBK50|壁面用ラック取付ブラケット","ARBK50"," 
 規格：アルミ製 AR-50用
 入数：1
 単位：個
 ","4657.0","1","","http://www.denzai-net.jp/item_mall-duct/ARBK50.htm",""
".d???l?b?g","モール・ラック付属品・配線ダクト関連 > ケーブルラック・付属品 > 立上支持金具","BKT25|立上ラック支持金具","BKT25"," 
 規格：SR_QRラック兼用
 入数：1
 単位：個
 ","948.0","1","","http://www.denzai-net.jp/item_mall-duct/BKT25.htm",""
".d???l?b?g","モール・ラック付属品・配線ダクト関連 > レースウェイ・付属品 > コンセントボックス","CP3|コンセントプレート","CP3"," 
 規格：2P_3P_4P 10A?20A
 入数：1
 単位：枚
 ","121.0","1","","http://www.denzai-net.jp/item_mall-duct/CP3.htm",""
".d???l?b?g","モール・ラック付属品・配線ダクト関連 > ケーブルラック・付属品 > カバー","CV50|直線カバー","CV50"," 
 規格：510×1500
 入数：1
 単位：枚
 ","4591.0","1","","http://www.denzai-net.jp/item_mall-duct/CV50.htm",""
".d???l?b?g","モール・ラック付属品・配線ダクト関連 > レースウェイ・付属品 > ジャンクションボックス","DB1X|ジャンクションボックス","DB1X"," 
 規格：4方出 DP1用
 入数：1
 単位：個
 ","1040.0","1","","http://www.denzai-net.jp/item_mall-duct/DB1X.htm",""
".d???l?b?g","モール・ラック付属品・配線ダクト関連 > レースウェイ・付属品 > ｶﾊﾞｰ・止め金具","DF2C|蓋止金具　ＤＰ２用　ＳＵＳ製","DF2C"," 
 規格：DP2用 SUS製
 入数：1
 単位：個
 ","51.0","1","","http://www.denzai-net.jp/item_mall-duct/DF2C.htm",""
".d???l?b?g","モール・ラック付属品・配線ダクト関連 > レースウェイ・付属品 > ジョイナ","DG2|継金具　ＤＰ２用","DG2"," 
 規格：DP2用
 入数：1
 単位：個
 ","242.0","1","","http://www.denzai-net.jp/item_mall-duct/DG2.htm",""
".d???l?b?g","モール・ラック付属品・配線ダクト関連 > レースウェイ・付属品 > その他","DH3UL|ダクト交差支持金具","DH3UL"," 
 規格：形鋼用 上下向取付
 入数：1
 単位：個
 ","267.0","1","","http://www.denzai-net.jp/item_mall-duct/DH3UL.htm",""
".d???l?b?g","モール・ラック付属品・配線ダクト関連 > レースウェイ・付属品 > エルボ","DI-12FN|金属ダクト用エルボ蓋","DI-12FN"," 
 入数：1
 単位：個
 ","391.0","1","","http://www.denzai-net.jp/item_mall-duct/DI-12FN.htm",""
".d???l?b?g","モール・ラック付属品・配線ダクト関連 > レースウェイ・付属品 > 器具取付金具","DK1UK-9|上向き用器具取付金具　ＤＰ?１用　耐荷重１０キロ","DK1UK-9"," 
 規格：DP-1用 耐荷重10キロ
 入数：1
 単位：個
 ","141.0","1","","http://www.denzai-net.jp/item_mall-duct/DK1UK-9.htm",""
".d???l?b?g","分電盤・ボックス > メイン75Aタイプ > テンパール工業製","MAB37122F|住宅用分電盤","MAB37122F"," 
 規格：75Aメイン 12+2回路 埋込
 入数：1
 単位：面
 ","31212.0","1","","http://www.denzai-net.jp/item_panelboard-box/MAB37122F.htm",""
".d???l?b?g","換気扇、及び関連部材 > 家庭用換気扇 > 自然給気","RE-100J|樹脂製レジスター 標準型","RE-100J"," 
 規格：標準型
 入数：1
 単位：個
 ","792.0","1","","http://www.denzai-net.jp/item_airconditioning/RE-100J.htm",""
".d???l?b?g","分電盤・ボックス > メイン40Aタイプ > テンパール工業製","MAG34042F|住宅用分電盤","MAG34042F"," 
 規格：40Aメイン 4+2回路 埋込
 入数：1
 単位：面
 ","19008.0","1","","http://www.denzai-net.jp/item_panelboard-box/MAG34042F.htm",""
".d???l?b?g","分電盤・ボックス > メイン60Aタイプ > テンパール工業製","MAG36042F|住宅用分電盤","MAG36042F"," 
 規格：60Aメイン 4+2回路 埋込
 入数：1
 単位：面
 ","19008.0","1","","http://www.denzai-net.jp/item_panelboard-box/MAG36042F.htm",""
".d???l?b?g","換気扇、及び関連部材 > 家庭用換気扇 > システム部材","KIWAKU200|換気扇木枠 20センチ","KIWAKU200"," 
 規格：20cm用、□292mm(内寸250) t
 入数：1
 単位：組
 ","1976.0","1","","http://www.denzai-net.jp/item_airconditioning/KIWAKU200.htm",""
".d???l?b?g","換気扇、及び関連部材 > 家庭用換気扇 > 自然給気","RE-100J-BE|樹脂製レジスター ベージュ 標準型","RE-100J-BE"," 
 規格：標準型
 入数：1
 単位：個
 ","792.0","1","","http://www.denzai-net.jp/item_airconditioning/RE-100J-BE.htm",""
".d???l?b?g","換気扇、及び関連部材 > 家庭用換気扇 > パイプファン","FY-08ASED|ルームツーファン","FY-08ASED"," 
 規格：壁取付専用
 入数：1
 単位：台
 ","14818.0","1","","http://www.denzai-net.jp/item_airconditioning/FY-08ASED.htm",""
".d???l?b?g","電線管付属品、CD・PF管など配管材関連 > ダクターチャンネル > ケーブル支持金具","K15-1A|ケーブラー　ケーブル支持金具　１０個入","K15-1A"," 
 規格：ダクト用1段受 10-15φ
 入数：1
 単位：セット
 ","1231.0","1","","http://www.denzai-net.jp/item_conduit-pipe-accessories/K15-1A.htm",""
".d???l?b?g","換気扇、及び関連部材 > 家庭用換気扇 > その他","FY-08FFA1|床下用換気扇","FY-08FFA1"," 
 規格：本体1台のみ
 入数：1
 単位：台
 ","20488.0","1","","http://www.denzai-net.jp/item_airconditioning/FY-08FFA1.htm",""
".d???l?b?g","換気扇、及び関連部材 > 家庭用換気扇 > システム部材","KIWAKU250|換気扇木枠 25センチ","KIWAKU250"," 
 規格：25センチ
 入数：1
 単位：組
 ","2236.0","1","","http://www.denzai-net.jp/item_airconditioning/KIWAKU250.htm",""
".d???l?b?g","換気扇、及び関連部材 > 家庭用換気扇 > 壁扇","FY-08WS2|窓取付形換気扇 排気","FY-08WS2"," 
 規格：水洗トイレ用　窓用換気扇
 入数：1
 単位：台
 ","9634.0","1","","http://www.denzai-net.jp/item_airconditioning/FY-08WS2.htm",""
".d???l?b?g","電線管付属品、CD・PF管など配管材関連 > 配線・配管支持材 > 基礎ブロック関連","MKB1505RG|タイヤ再生ブロック","MKB1505RG"," 
 規格：L150
 入数：1
 単位：個
 ","2079.0","1","","http://www.denzai-net.jp/item_conduit-pipe-accessories/MKB1505RG.htm",""
".d???l?b?g","換気扇、及び関連部材 > 家庭用換気扇 > ロスナイ","FY-10AT-W|Q-hiファン自動運転形(10畳用)","FY-10AT-W"," 
 入数：1
 単位：台
 ","23890.0","1","","http://www.denzai-net.jp/item_airconditioning/FY-10AT-W.htm",""
".d???l?b?g","換気扇、及び関連部材 > 家庭用換気扇 > 壁扇","FY-10U3|浴室用換気扇","FY-10U3"," 
 規格：壁埋込形　パイプφ75mm買換対応機種
 入数：1
 単位：台
 ","10606.0","1","","http://www.denzai-net.jp/item_airconditioning/FY-10U3.htm",""
".d???l?b?g","換気扇、及び関連部材 > 家庭用換気扇 > ロスナイ","FY-10A2-W|Q-hiファン 同時給排形","FY-10A2-W"," 
 規格：薄型10畳用 ホワイト
 入数：1
 単位：台
 ","18220.0","1","","http://www.denzai-net.jp/item_airconditioning/FY-10A2-W.htm",""
".d???l?b?g","分電盤・ボックス > プラボックス","OPK16-44A|キー付プラボックス屋根つき","OPK16-44A"," 
 規格：400×400×160 片扉
 入数：1
 単位：面
 ","5000.0","1","","http://www.denzai-net.jp/item_panelboard-box/OPK16-44A.htm",""
".d???l?b?g","換気扇、及び関連部材 > 家庭用換気扇 > 中間ダクトファン","FY-12DZC1|中間ダクトファン","FY-12DZC1"," 
 規格：居室トイレ用 風圧式シャッタ
 入数：1
 単位：台
 ","14256.0","1","","http://www.denzai-net.jp/item_airconditioning/FY-12DZC1.htm",""
".d???l?b?g","エアコン・エアコン配管部材・IHクッキングヒーター > IHクッキングヒーター > 三菱電機","CS-CA60|一体型キャビネット","CS-CA60"," 
 入数：1
 単位：個
 ","31212.0","1","","http://www.denzai-net.jp/item_all-electric/CS-CA60.htm",""
".d???l?b?g","換気扇、及び関連部材 > 家庭用換気扇 > その他","FY-12CA3|トイレ用脱臭扇","FY-12CA3"," 
 規格：中間取付
 入数：1
 単位：台
 ","10606.0","1","","http://www.denzai-net.jp/item_airconditioning/FY-12CA3.htm",""
".d???l?b?g","TV共聴・インターホン・ナースコールなど弱電機器 > マイク・スピーカー > スピーカー","CM-1830A|天井埋込型スピーカー","CM-1830A"," 
 規格：３Ｗ
 入数：1
 単位：台
 ","3564.0","1","","http://www.denzai-net.jp/item_media/CM-1830A.htm",""
".d???l?b?g","換気扇、及び関連部材 > 家庭用換気扇 > 中間ダクトファン","FY-12DZKC1|中間ダクトファン","FY-12DZKC1"," 
 規格：居室・トイレ・洗面所用
 入数：1
 単位：台
 ","18706.0","1","","http://www.denzai-net.jp/item_airconditioning/FY-12DZKC1.htm",""
".d???l?b?g","換気扇、及び関連部材 > 家庭用換気扇 > 熱交換システム","FY-14ZBZ3|気調換気扇","FY-14ZBZ3"," 
 規格：天埋熱交換形
 入数：1
 単位：台
 ","54346.0","1","","http://www.denzai-net.jp/item_airconditioning/FY-14ZBZ3.htm",""
".d???l?b?g","住設関連機器 > ジェットタオル","JT-SB116JH2-W|ジェットタオルNEWスリム","JT-SB116JH2-W"," 
 規格：簡易H付　ホワイト　
 入数：1
 単位：台
 ","127440.0","1","","http://www.denzai-net.jp/item_housing/JT-SB116JH2-W.htm",""
".d???l?b?g","換気扇、及び関連部材 > 家庭用換気扇 > 天井ダクト扇","FY-17B7V|天井埋込形換気扇","FY-17B7V"," 
 規格：鋼板製ルーバー別
 入数：1
 単位：個
 ","11988.0","1","","http://www.denzai-net.jp/item_airconditioning/FY-17B7V.htm",""
".d???l?b?g","工具 > その他 > T4・T5スリムランプ蛍光灯(ジェフコム）","PDW-T5-VF14|VフリーライトT5タイプ","PDW-T5-VF14"," 
 入数：1
 単位：台
 ","17604.0","1","","http://www.denzai-net.jp/item_tool/PDW-T5-VF14.htm",""
".d???l?b?g","換気扇、及び関連部材 > 有圧換気扇 > 単相100Vタイプ","FY-20GSUD|低騒音形有圧換気扇","FY-20GSUD"," 
 規格：単相100V 15W
 入数：1
 単位：台
 ","24214.0","1","","http://www.denzai-net.jp/item_airconditioning/FY-20GSUD.htm",""
".d???l?b?g","電線・ケーブル > 避雷針ケーブル","AC100SQ|裸軟銅線","AC100SQ"," 
 規格：100゜
 入数：1
 単位：m
 ","1348.0","1","","http://www.denzai-net.jp/item_wire-cable/AC100SQ.htm","この商品は10m以上から切り売り可能です。"
".d???l?b?g","換気扇、及び関連部材 > 有圧換気扇 > 3相200Vタイプ","FY-25GTX4|低騒音形有圧換気扇","FY-25GTX4"," 
 規格：SUS製
 入数：1
 単位：台
 ","74758.0","1","","http://www.denzai-net.jp/item_airconditioning/FY-25GTX4.htm",""
".d???l?b?g","電線・ケーブル > 機器用ケーブル","KV0.3BK|３００Ｖ　電子・通信機器用ビニル電線　２００ｍ巻　黒","KV0.3BK"," 
 規格：0.3SQ　黒　仕上外径1.5mm　質量4.9(kg/km)　耐熱性60℃　
 入数：1
 単位：巻
 ","9.0","1","","http://www.denzai-net.jp/item_wire-cable/KV0_3BK.htm",""
".d???l?b?g","換気扇、及び関連部材 > 家庭用換気扇 > レンジフード","FY-60HJR3H-W|浅形レンジフード","FY-60HJR3H-W"," 
 規格：W60ｃｍ 丸ダクト接続
 入数：1
 単位：台
 ","53698.0","1","","http://www.denzai-net.jp/item_airconditioning/FY-60HJR3H-W.htm",""
".d???l?b?g","電線・ケーブル > スピーカーケーブル","4S6100|４心スピーカケーブル　１００ｍ巻","4S6100"," 
 規格：4心　100ｍ巻　仕上外径6.4mm　灰/黒/赤/青/クリーム　
 入数：1
 単位：巻
 ","8640.0","1","","http://www.denzai-net.jp/item_wire-cable/4S6100.htm",""
".d???l?b?g","電線・ケーブル > バインド線","BAINDO|バインド線","BAINDO"," 
 規格：3ｍ
 入数：1
 単位：巻
 ","528.0","1","","http://www.denzai-net.jp/item_wire-cable/BAINDO.htm",""
".d???l?b?g","換気扇、及び関連部材 > 有圧換気扇 > 部材他","FY-GAS203|有圧換気扇用シャッター","FY-GAS203"," 
 規格：風圧式 鋼板製
 入数：1
 単位：個
 ","4698.0","1","","http://www.denzai-net.jp/item_airconditioning/FY-GAS203.htm",""
".d???l?b?g","換気扇、及び関連部材 > 家庭用換気扇 > 浴室暖房機","P-05RC|延長用リモコンコード","P-05RC"," 
 規格：有効長約10ｍ
 入数：1
 単位：本
 ","1480.0","1","","http://www.denzai-net.jp/item_airconditioning/P-05RC.htm",""
".d???l?b?g","電線・ケーブル > インターホンケーブル","IEV0.65MMx10|インターホンケーブル１００ｍ巻","IEV0.65MMx10"," 
 規格：IEV　0.65×10芯100ｍ
 入数：1
 単位：巻
 ","7668.0","1","","http://www.denzai-net.jp/item_wire-cable/IEV0_65MMx10.htm",""
".d???l?b?g","TV共聴・インターホン・ナースコールなど弱電機器 > 分配器 > DXアンテナ製","2DBL1C|2分配器 屋外用","2DBL1C"," 
 規格：全端子通電
 入数：1
 単位：個
 ","3683.0","1","","http://www.denzai-net.jp/item_media/2DBL1C.htm",""
".d???l?b?g","TV共聴・インターホン・ナースコールなど弱電機器 > ブースター > DXアンテナ製","CF30L2CH|CATV/BSCSブースター","CF30L2CH"," 
 規格：30ｄB形
 入数：1
 単位：台
 ","11664.0","1","","http://www.denzai-net.jp/item_media/CF30L2CH.htm",""
".d???l?b?g","電線・ケーブル > マイクロホン用コード","EMMEES0.52|エコマイクロホンコード　１００ｍ巻","EMMEES0.52"," 
 規格：EMMVV-S　0.5゜-2芯
 入数：1
 単位：巻
 ","13068.0","1","","http://www.denzai-net.jp/item_wire-cable/EMMEES0_52.htm",""
".d???l?b?g","電線・ケーブル > 600V・EM-LMCF（WL1）","600VEM-LMCF(WL1)100SQ|口出用ポリエチ絶縁電線","600VEM-LMCF(WL1)100SQ"," 
 規格：600V　EM-LMCF(WL1)　100SQ　仕上外径19.4mm　質量1120(kg/km)　導体最高許容温度90℃
 入数：1
 単位：m
 ","1922.0","1","","http://www.denzai-net.jp/item_wire-cable/600VEM-LMCF%28WL1%29100SQ.htm","この商品は10m以上から切り売り可能です。"
".d???l?b?g","TV共聴・インターホン・ナースコールなど弱電機器 > その他TVパーツ > DXアンテナ製","F5A1H|F型接栓","F5A1H"," 
 規格：5C用リング一体形
 入数：1
 単位：個
 ","151.0","1","","http://www.denzai-net.jp/item_media/F5A1H.htm",""
".d???l?b?g","電線・ケーブル > ビニル平型コード(VFF)","VFF0.52100GR|ビニル平型コード１００ｍ巻","VFF0.52100GR"," 
 規格：0.5SQ×2芯　100ｍ巻　灰　仕上外径2.5x5.0mm　質量22(kg/km)　耐熱性60℃
 入数：1
 単位：巻
 ","2808.0","1","","http://www.denzai-net.jp/item_wire-cable/VFF0_52100GR.htm",""
".d???l?b?g","TV共聴・インターホン・ナースコールなど弱電機器 > アンテナ設置金具 > DXアンテナ製","MH-110Z|屋根馬","MH-110Z"," 
 規格：溶融亜鉛メッキ
 入数：1
 単位：本
 ","2452.0","1","","http://www.denzai-net.jp/item_media/MH-110Z.htm",""
".d???l?b?g","電線・ケーブル > 珪素ｺﾞﾑ絶縁口出線","LKGB0.75|珪素ゴム絶縁口出線　１００ｍ巻","LKGB0.75"," 
 規格：0.75゜
 入数：1
 単位：巻
 ","119.0","1","","http://www.denzai-net.jp/item_wire-cable/LKGB0_75.htm",""
".d???l?b?g","電線・ケーブル > CVF(低圧配電用ケーブル)","CVF2.02+1.6100|２００カイロＣＶＦ２．０?Ｃ＋１．６","CVF2.02+1.6100"," 
 規格：100ｍ巻
 入数：1
 単位：巻
 ","18220.0","1","","http://www.denzai-net.jp/item_wire-cable/CVF2_02%2B1_6100.htm",""
".d???l?b?g","TV共聴・インターホン・ナースコールなど弱電機器 > 直列ﾕﾆｯﾄ > DXアンテナ製","WTS7V2H|直列ユニット 直付タイプ 壁面TV端子","WTS7V2H"," 
 規格：壁面TV端子
 入数：1
 単位：個
 ","540.0","1","","http://www.denzai-net.jp/item_media/WTS7V2H.htm",""
".d???l?b?g","自火報設備・防犯関連機器 > 自動火災報知設備機器　","HK12|感知器取付金具　１０組入","HK12"," 
 規格：C型鋼用(K10LA_FZ1)
 入数：1
 単位：セット
 ","1836.0","1","","http://www.denzai-net.jp/item_security/HK12.htm",""
".d???l?b?g","電線・ケーブル > マイクケーブル","L4E5AT100|電磁シールドマイクケーブル１００ｍ巻","L4E5AT100"," 
 規格：4心　100ｍ巻　仕上外径5.0mm　質量3.3(kg/100m)　灰/黒　アルミラップシールドタイプ
 入数：1
 単位：巻
 ","7560.0","1","","http://www.denzai-net.jp/item_wire-cable/L4E5AT100.htm",""
".d???l?b?g","TV共聴・インターホン・ナースコールなど弱電機器 > ブースター > マスプロ電工製","7B20-B|CATV770MHブースター","7B20-B"," 
 規格：双方向　屋内外用
 入数：1
 単位：台
 ","15012.0","1","","http://www.denzai-net.jp/item_media/7B20-B.htm",""
".d???l?b?g","電線・ケーブル > VVF・EM-EEF","EM-EEF1.6MMx2C|６００Ｖ平形ポリエチレン絶縁耐燃性ポリエチレンシースケーブル１００ｍ巻　１．６ｍｍ×２Ｃ","EM-EEF1.6MMx2C"," 
 規格：1.6×2芯　100ｍ巻
 入数：1
 単位：巻
 ","7938.0","1","","http://www.denzai-net.jp/item_wire-cable/EM-EEF1_6MMx2C.htm",""
".d???l?b?g","電線・ケーブル > CV・CVT・EM-CE > 耐電圧3300Vタイプ","3300VCV14SQx3C|３３００Ｖ架橋ポリエチレン絶縁ビニルシースケーブル","3300VCV14SQx3C"," 
 規格：3300V　CV　14SQ×3心　仕上外径26mm　質量885(kg/km)　定格温度90℃
 入数：1
 単位：m
 ","1055.0","1","","http://www.denzai-net.jp/item_wire-cable/3300VCV14SQx3C.htm","この商品は10m以上から切り売り可能です。"
".d???l?b?g","TV共聴・インターホン・ナースコールなど弱電機器 > プラグ・分波器 > マスプロ電工製","AP7S|アンテナプラグ","AP7S"," 
 規格：75-75
 入数：1
 単位：個
 ","302.0","1","","http://www.denzai-net.jp/item_media/AP7S.htm",""
".d???l?b?g","電線・ケーブル > CV・CVT・EM-CE > 耐電圧6600Vタイプ","6600VCV14SQx3C|６６００Ｖ架橋ポリエチレン絶縁ビニルシースケーブル","6600VCV14SQx3C"," 
 規格：6600V　CV　14SQ×3心　仕上外径34mm　質量1480(kg/km)　定格温度90℃
 入数：1
 単位：m
 ","1425.0","1","","http://www.denzai-net.jp/item_wire-cable/6600VCV14SQx3C.htm","この商品は10m以上から切り売り可能です。"
".d???l?b?g","TV共聴・インターホン・ナースコールなど弱電機器 > アンテナ > マスプロ電工製","BSC60RG|BS・CSアンテナ","BSC60RG"," 
 規格：60センチ
 入数：1
 単位：基
 ","58860.0","1","","http://www.denzai-net.jp/item_media/BSC60RG.htm",""
".d???l?b?g","電線・ケーブル > IV・EM-IE","KIV0.5Y|６００Ｖ　電気機器用ビニル絶縁電線　黄　２００ｍ巻","KIV0.5Y"," 
 規格：0.5SQ　黄　仕上外径2.5mm　質量11(kg/km)　定格温度60℃　
 入数：1
 単位：巻
 ","2592.0","1","","http://www.denzai-net.jp/item_wire-cable/KIV0_5Y.htm",""
".d???l?b?g","TV共聴・インターホン・ナースコールなど弱電機器 > アンテナ設置金具 > マスプロ電工製","CM45|マスト接続金具","CM45"," 
 規格：28?47ミリ
 入数：1
 単位：個
 ","1404.0","1","","http://www.denzai-net.jp/item_media/CM45.htm",""
".d???l?b?g","TV共聴・インターホン・ナースコールなど弱電機器 > 直列ﾕﾆｯﾄ > マスプロ電工製","CS-77F-RW|BL型直列ユニット","CS-77F-RW"," 
 規格：F型シールド型 端末用
 入数：1
 単位：個
 ","4374.0","1","","http://www.denzai-net.jp/item_media/CS-77F-RW.htm",""
".d???l?b?g","電線・ケーブル > ビニルキャブタイヤケーブル(VCT)","VCTF0.3SQx2C|３００Ｖ　ビニルキャブタイヤ丸形コード１００ｍ巻","VCTF0.3SQx2C"," 
 規格：300V　0.3SQ×2心　100ｍ巻　仕上外径4.6mm　質量28(kg/km)
 入数：1
 単位：巻
 ","2349.0","1","","http://www.denzai-net.jp/item_wire-cable/VCTF0_3SQx2C.htm",""
".d???l?b?g","電線・ケーブル > 同軸ケーブル","3C-2V|高周波同軸ケーブル　Ｃ形（７５Ω）　１００ｍ巻　黒","3C-2V"," 
 規格：ECX　3C-2V　100ｍ巻　仕上外径5.4±0.5mm　質量43(kg/km)
 入数：1
 単位：巻
 ","4320.0","1","","http://www.denzai-net.jp/item_wire-cable/3C-2V.htm",""
".d???l?b?g","TV共聴・インターホン・ナースコールなど弱電機器 > 混合器 > マスプロ電工製","M-UV-7|BL型VUミキサー","M-UV-7"," 
 規格：F型 屋内用
 入数：1
 単位：個
 ","3996.0","1","","http://www.denzai-net.jp/item_media/M-UV-7.htm",""
".d???l?b?g","電線・ケーブル > 警報用電線(AE・EM-AE)","AE0.65MMx2C|警報用ポリエチレン絶縁ケーブル　２００ｍ巻","AE0.65MMx2C"," 
 規格：AE　0.65MM×2心　200ｍ巻　仕上外径2.3×3.3mm　質量13(kg/km)
 入数：1
 単位：巻
 ","2700.0","1","","http://www.denzai-net.jp/item_wire-cable/AE0_65MMx2C.htm",""
".d???l?b?g","TV共聴・インターホン・ナースコールなど弱電機器 > TVドアホン > パナソニック製","VL-568KA-H|玄関子機 グレー","VL-568KA-H"," 
 規格：無極性露出取付タイプ
 入数：1
 単位：台
 ","3456.0","1","","http://www.denzai-net.jp/item_media/VL-568KA-H.htm",""
